Id,Size(L),OG,FG,ABV,IBU,Color,BoilSize,BoilTime,BoilGravity,Efficiency,MashThickness,SugarScale,BrewMethod,PitchRate,PrimaryTemp,Style
20770,52,1.055,1.013,5.48,44.57,5.67,55,60,1.052,70,2.33,Specific Gravity,All Grain,0.75,20,American Pale Ale
20772,45,1.047,1.01,4.77,33.3,4.61,49,60,1.043,75,2.5,Specific Gravity,All Grain,0.75,17,American IPA
20774,20.82,1.071,1.017,7.09,65.39,6.46,28.39,75,1.052,72,1.33,Specific Gravity,All Grain,0.35,18.89,American IPA
20777,20.82,1.106,1.026,10.4,0,2.9,28.39,60,1.077,70,1.5,Specific Gravity,All Grain,0.35,20,American Light Lager
20780,150,1.062,1.017,5.83,33.02,6.09,150,60,1.062,80,2.5,Specific Gravity,All Grain,0.75,20,Saison
20784,18.93,1.06,1.014,6.07,139.19,8.02,26.5,75,1.043,74,1.3,Specific Gravity,All Grain,0.35,22.22,American Pale Ale
20796,21,1.052,1.009,5.67,42.68,7.55,30,45,1.036,80,3.5,Specific Gravity,All Grain,0.5,18,American Pale Ale
20800,21,1.052,1.008,5.8,29.88,7.27,28,75,1.039,67,2,Specific Gravity,All Grain,0.75,14,American Pale Ale
20815,23,1.053,1.011,5.58,41.9,38.66,29,60,1.042,70,2.95,Specific Gravity,All Grain,0.35,21,American Stout
20820,18.93,1.065,1.018,6.17,28.85,18.78,26.5,60,1.047,70,1.5,Specific Gravity,All Grain,1,18.89,Irish Red Ale
20830,25,1.082,1.012,9.17,64.8,10.46,31,60,1.066,70,2.5,Specific Gravity,All Grain,1,20,Imperial IPA
20838,51,1.063,1.011,6.88,58.94,5.88,60,90,1.054,81,3,Specific Gravity,All Grain,1,20,American IPA
20839,37.85,1.065,1.014,6.77,88.17,4.53,41.64,60,1.059,80,1.5,Specific Gravity,All Grain,2,18.33,American IPA
20842,4,1.057,1.014,5.71,32.42,14.27,7,60,1.033,75,4.1,Specific Gravity,All Grain,1,22,American Amber Ale
20843,20.82,13.4959,3.76716,5.39,82.39,3.71,24.61,20,11.5,72,18,Plato,All Grain,0.35,20,American Pale Ale
20853,15,15.7177,2.73002,7.03,55.32,9.63,17,60,14,55,4.5,Plato,All Grain,0.75,19,American IPA
20859,24,1.068,1.016,6.84,61.66,13.12,28.5,60,1.057,90,2.5,Specific Gravity,All Grain,0.35,18,American IPA
20860,20.8,12.8982,2.42758,5.6,35.88,7.08,28.4,60,9.6,70,3.5,Plato,All Grain,0.5,17,American Pale Ale
20866,20.82,1.044,1.011,4.48,28.68,23.69,23.66,60,1.039,62,1.25,Specific Gravity,All Grain,0.5,17.78,American Brown Ale
20868,22,1.051,1.009,5.48,53.28,4.96,27,60,1.042,75,3.8,Specific Gravity,All Grain,0.75,20,American Pale Ale
20870,20.82,1.05,1.009,5.33,24.2,17.99,28.39,60,1.037,70,1.5,Specific Gravity,All Grain,0.75,17.78,American Amber Ale
20874,20.82,1.075,1.025,6.54,144.38,7.04,28.39,60,1.055,65,1.5,Specific Gravity,All Grain,0.35,18.33,American IPA
20876,22.71,1.057,1.01,6.18,85.78,7.64,30.28,60,1.043,70,1.5,Specific Gravity,All Grain,0.5,18.89,American IPA
20877,41.64,1.065,1.011,7.09,73.57,4.86,51.1,60,1.053,76,1.2,Specific Gravity,All Grain,1,20,American IPA
20881,18.93,1.061,1.015,6.02,36.5,16.84,22.71,60,1.051,70,1.5,Specific Gravity,All Grain,0.35,15.56,Irish Red Ale
20882,20.82,1.052,1.015,4.81,22.29,20.02,28.39,60,1.038,70,1.5,Specific Gravity,All Grain,0.35,18.33,American Brown Ale
20889,20.82,1.064,1.01,7.09,23.61,12.77,26.5,60,1.05,80,1.5,Specific Gravity,All Grain,0.75,22.22,Saison
20892,50,1.076,1.016,7.81,75.11,10.19,80,70,1.047,70,2.5,Specific Gravity,All Grain,1.25,20,Imperial IPA
20893,18.93,1.052,1.014,4.99,26.83,18.62,24.61,60,1.04,60,1,Specific Gravity,All Grain,0.35,21.11,Irish Red Ale
20896,20.82,1.06,1.011,6.46,64.07,3.87,27.44,60,1.045,76,1.5,Specific Gravity,All Grain,0.75,20,American Pale Ale
20901,20.82,1.078,1.02,7.52,47.85,15.62,24.61,60,1.066,80,1.5,Specific Gravity,All Grain,0.5,20,Irish Red Ale
20907,18.93,1.063,1.013,6.59,70.05,18.68,24.61,60,1.049,70,1.33,Specific Gravity,All Grain,0.75,20,American IPA
20908,30.28,1.043,1.012,4.05,35.64,5.96,35.96,90,1.036,61,1.4,Specific Gravity,All Grain,0.75,22.22,American Pale Ale
20910,5,1.065,1.015,6.5,172.6,6.61,8,60,1.041,70,3,Specific Gravity,All Grain,1,21,American IPA
20918,20.82,1.035,1.008,3.55,12.33,36.08,28.39,60,1.026,35,1.5,Specific Gravity,All Grain,0.35,21.11,American Light Lager
20921,37.85,1.051,1.012,5.07,47.1,38.35,49.21,60,1.039,76,1.25,Specific Gravity,All Grain,0.35,20,American Stout
20923,20.82,1.075,1.023,6.76,73.56,7.98,27.25,60,1.057,75,1.5,Specific Gravity,All Grain,1,20.56,American IPA
20928,23,1.051,1.013,5.03,71.12,17.26,34,90,1.035,65,2.6,Specific Gravity,All Grain,0.75,19,American Brown Ale
20930,22,1.052,1.013,5.19,63.6,4.05,28,60,1.041,70,3,Specific Gravity,All Grain,0.75,20,American Pale Ale
20932,20.82,1.081,1.01,9.33,135.66,7.24,28.39,90,1.059,68,1.5,Specific Gravity,All Grain,1,21.11,American IPA
20937,18.93,1.054,1.016,5.06,29.99,5.42,11.36,90,1.09,65,1.5,Specific Gravity,All Grain,0.75,21.11,American Amber Ale
20938,435.32,1.061,1.015,6.04,81.97,9.34,454.25,75,1.058,78,1.5,Specific Gravity,All Grain,0.35,20,American IPA
20941,25,1.055,1.014,5.31,37.84,3.59,28.5,60,1.048,75,4,Specific Gravity,All Grain,1.5,10,American Light Lager
20942,50,1.067,1.011,7.3,71.08,6.94,58,60,1.058,75,3,Specific Gravity,All Grain,1.25,20,American IPA
20944,54,1.056,1.009,6.04,41.53,7.49,60,90,1.05,80,4.58,Specific Gravity,All Grain,1.25,18.5,American IPA
20945,11.36,1.052,1.013,5.03,28.61,14.31,17.03,60,1.034,70,1.5,Specific Gravity,All Grain,0.35,17.78,Irish Red Ale
20946,30.28,1.068,1.017,6.8,53.08,6.43,34.45,60,1.06,72,1.21,Specific Gravity,All Grain,0.75,19.44,American IPA
20948,80,1.064,1.014,6.58,42.58,8.5,90,60,1.057,70,4,Specific Gravity,All Grain,0.5,22,American IPA
20954,23,1.066,1.012,7.07,136.99,9.98,28,60,1.054,75,2.7,Specific Gravity,All Grain,0.75,19,American IPA
20959,20.82,1.053,1.01,5.62,37.69,7.27,26.5,60,1.042,80,1.25,Specific Gravity,All Grain,0.5,18.89,American Pale Ale
20961,20.82,1.06,1.01,6.62,36.23,3.38,30.28,60,1.041,70,1.25,Specific Gravity,All Grain,0.35,20,Saison
20970,18.93,1.06,1.014,5.96,79.42,4,22.71,60,1.05,75,1.25,Specific Gravity,All Grain,1,18.89,American IPA
20971,20.82,1.08,1.02,7.81,17.39,7.43,28.39,60,1.058,75,1.25,Specific Gravity,All Grain,0.35,18.33,American IPA
20972,20.82,1.045,1.009,4.67,24.54,12.93,28.39,90,1.033,67,1.5,Specific Gravity,All Grain,0.75,20,American Pale Ale
20975,22.71,1.076,1.018,7.63,44.31,34.59,28.39,90,1.061,70,1.25,Specific Gravity,All Grain,1,20,American IPA
20980,21,1.054,1.009,5.91,62.79,5.63,28.5,60,1.04,60,3,Specific Gravity,All Grain,0.35,19,American IPA
20984,18.93,1.044,1.007,4.84,148.46,3.84,26.5,60,1.032,55,1.5,Specific Gravity,All Grain,0.5,22.22,American IPA
20985,37.85,1.046,1.011,4.64,25.01,36.62,45.42,60,1.039,55,1.25,Specific Gravity,All Grain,0.5,20,American Brown Ale
20986,20.82,1.065,1.016,6.41,69.95,13.12,24.61,60,1.055,65,1.25,Specific Gravity,All Grain,1.25,17.78,American Amber Ale
20997,20.82,1.053,1.013,5.17,178.61,5.62,28.39,60,1.039,75,1.75,Specific Gravity,All Grain,1,20,American IPA
21009,20.82,1.071,1.017,7.09,37.67,4.28,28.39,60,1.052,70,1.5,Specific Gravity,All Grain,0.35,20,American IPA
21035,10,1.043,1.009,4.57,25.08,6.87,18.5,70,1.023,70,3,Specific Gravity,All Grain,0.35,20,American Pale Ale
21036,10.41,1.054,1.013,5.31,21.87,14.39,17.07,60,1.033,70,1.5,Specific Gravity,All Grain,0.35,18.33,Irish Red Ale
21037,20.82,1.081,1.017,8.4,132.89,5.67,24.61,60,1.069,80,1.5,Specific Gravity,All Grain,1,21.11,Imperial IPA
21039,18.93,1.067,1.017,6.58,194.3,8.2,24.61,60,1.051,68,1.5,Specific Gravity,All Grain,0.75,20,American IPA
21040,22,1.05,1.012,5.02,18.51,3.42,24,90,1.046,85,2,Specific Gravity,All Grain,0.75,19,Witbier
21045,21,1.053,1.014,5.18,34.71,8.27,26.2,60,1.043,72,3,Specific Gravity,All Grain,0.75,16,American Pale Ale
21055,34,1.077,1.014,8.24,90.09,8.34,53,60,1.049,70,1.3,Specific Gravity,All Grain,0.35,20,American IPA
21059,18.93,1.052,1.01,5.55,45.32,5.5,22.71,30,1.043,63,1.5,Specific Gravity,All Grain,1,19.44,American Pale Ale
21061,450,1.05,1.011,5.1,22.6,3.5,520,75,1.043,70,3,Specific Gravity,All Grain,0.75,14,American Light Lager
21067,41.64,1.041,1.002,5.12,20.07,3.14,53,90,1.032,74,2,Specific Gravity,All Grain,1,23.33,Saison
21069,26.5,1.064,1.014,6.51,37.85,9.53,29.34,30,1.057,85,1.3,Specific Gravity,All Grain,0.5,19.44,American IPA
21077,25,1.046,1.012,4.55,18.74,6.75,30,60,1.038,40,3,Specific Gravity,All Grain,0.35,18,Witbier
21085,24.61,1.065,1.005,8.18,44.4,3.4,28.39,60,1.057,75,1.5,Specific Gravity,All Grain,1.25,23.89,Saison
21086,4.8,1.047,1.012,4.54,18.47,3.26,8,60,1.028,60,3,Specific Gravity,All Grain,0.35,18,Witbier
21090,20.82,1.04,1.01,3.88,41.69,3.54,28.39,60,1.029,70,1.25,Specific Gravity,All Grain,0.75,18.33,American IPA
21093,41.64,1.044,1.011,4.38,0,6.29,56.78,90,1.032,72,1.3,Specific Gravity,All Grain,1.25,18.33,American IPA
21095,20.82,1.057,1.014,5.63,39.92,6.87,28.39,60,1.042,75,1.5,Specific Gravity,All Grain,0.35,21.11,American Pale Ale
21096,78,1.046,1.008,5.08,65.55,4.91,85,60,1.043,80,3,Specific Gravity,All Grain,0.75,19,American IPA
21099,22.71,1.047,1.012,4.58,44.85,5.62,28.39,60,1.037,60,1.5,Specific Gravity,All Grain,0.5,22.22,American Pale Ale
21101,20.82,1.057,1.007,6.57,26.9,6.88,27.44,60,1.039,79,1.4,Specific Gravity,All Grain,1,22.78,Saison
21104,60,1.056,1.013,5.67,38.9,4.53,72,60,1.047,85,3.3,Specific Gravity,All Grain,1,18,American IPA
21111,21,1.046,1.008,5,23.65,3.5,28.5,70,1.034,70,5,Specific Gravity,All Grain,0.35,20,Saison
21116,18.93,1.065,1.015,6.54,72.28,5.1,24.61,60,1.05,81,1.5,Specific Gravity,All Grain,0.35,22.22,American IPA
21123,22.71,1.059,1.018,5.42,29.28,15.23,28.39,60,1.047,65,1.5,Specific Gravity,All Grain,1.25,18.89,American Amber Ale
21125,20.82,1.057,1.011,6.04,43.68,12.14,28.39,60,1.042,70,1.5,Specific Gravity,All Grain,0.35,21.11,American IPA
21128,20.82,1.086,1.021,8.55,61.69,12.92,27.25,90,1.066,70,1.5,Specific Gravity,All Grain,0.35,19.44,Imperial IPA
21129,41.64,1.051,1.012,5.21,0,3.49,47.32,60,1.045,74,1.5,Specific Gravity,All Grain,0.5,22.22,Witbier
21130,41.64,1.07,1.014,7.44,111.84,8.85,50.16,60,1.058,68,1.25,Specific Gravity,All Grain,0.5,18.33,American IPA
21132,17.03,1.06,1.017,5.63,68.69,5.31,22.71,60,1.045,75,1.4,Specific Gravity,All Grain,0.35,21.11,American Pale Ale
21133,20.82,1.057,1.012,5.93,40.37,9.99,22.71,60,1.052,72,1.5,Specific Gravity,All Grain,0.5,20,American Pale Ale
21134,17.5,1.063,1.012,6.71,61.63,9.42,19,60,1.058,65,3,Specific Gravity,All Grain,0.35,25,American IPA
21136,70,1.056,1.01,6.06,37.15,11.67,79.5,60,1.05,73,3,Specific Gravity,All Grain,0.35,15,American Pale Ale
21137,21,1.075,1.016,7.82,106.93,11.34,33.5,90,1.046,70,3.5,Specific Gravity,All Grain,0.35,20,American IPA
21140,22.71,1.067,1.023,5.74,58.02,7.36,28.39,60,1.053,65,1.3,Specific Gravity,All Grain,1,20,American IPA
21147,18.93,1.066,1.017,6.37,59.33,5.43,28.39,60,1.044,70,1.25,Specific Gravity,All Grain,0.35,21.11,American IPA
21148,23,1.05,1.008,5.51,27.38,3.37,28,60,1.041,75,3,Specific Gravity,All Grain,0.5,18,Blonde Ale
21149,18.93,1.077,1.018,7.74,94.59,12.76,26.5,70,1.055,70,1.5,Specific Gravity,All Grain,1,20.56,Imperial IPA
21153,28.39,1.084,1.017,8.85,261.79,9.11,43.53,120,1.055,75,1.5,Specific Gravity,All Grain,1.25,15.56,Imperial IPA
21155,20.82,1.065,1.016,6.39,105.68,8.53,28.39,60,1.047,75,1.5,Specific Gravity,All Grain,0.5,20,American IPA
21156,40,1.057,1.015,5.59,41.66,6.66,48,80,1.048,75,2.5,Specific Gravity,All Grain,0.35,20,American IPA
21157,26.5,1.069,1.018,6.77,78.99,6.46,32.18,60,1.057,75,1.15,Specific Gravity,All Grain,0.75,21.11,American IPA
21167,23,1.047,1.01,4.86,32.62,4.74,34.5,80,1.032,63,3,Specific Gravity,All Grain,0.75,18,American Pale Ale
21168,20.82,1.048,1.012,4.8,33.69,10.91,28.39,60,1.035,70,1.5,Specific Gravity,All Grain,0.5,21.11,American Amber Ale
21173,20.82,1.049,1.009,5.25,22.47,4.91,29.64,60,1.034,70,1.3,Specific Gravity,All Grain,0.75,18.89,Witbier
21176,21,1.046,1.011,4.65,27.47,3.74,27.5,75,1.035,78,7.625,Specific Gravity,All Grain,0.75,14.5,Blonde Ale
21179,18.93,1.069,1.021,6.36,28.08,5.06,22.71,90,1.058,70,1.2,Specific Gravity,All Grain,1,17.78,American Pale Ale
21182,23,1.065,1.013,6.88,38.7,48.12,28.5,60,1.053,73,3,Specific Gravity,All Grain,0.75,20,American Stout
21184,18.93,1.052,1.013,5.08,23.18,14.63,26.5,60,1.037,75,1.5,Specific Gravity,All Grain,1.25,22.22,American IPA
21187,18.93,1.067,1.015,6.84,65.3,8.19,25.55,60,1.05,76,1.5,Specific Gravity,All Grain,0.35,19.44,American Pale Ale
21188,22.71,1.059,1.009,6.51,37.24,5.1,28.39,60,1.047,68,1.5,Specific Gravity,All Grain,1,18.33,American IPA
21189,40.69,1.076,1.019,7.45,60.55,10.87,51.1,75,1.057,71,1.2,Specific Gravity,All Grain,1.25,18.33,Imperial IPA
21193,21.77,1.061,1.011,6.55,93.22,6.75,32.18,60,1.041,68,1.4,Specific Gravity,All Grain,1,20,American IPA
21194,20.82,1.048,1.011,4.76,77.65,17.07,28.39,60,1.035,70,1.5,Specific Gravity,All Grain,0.5,20,American Brown Ale
21197,18.93,1.047,1.009,4.88,28.14,6.03,28.39,60,1.031,72,1.5,Specific Gravity,All Grain,0.5,20,Blonde Ale
21207,20.82,1.084,1.015,9.03,84.13,10.72,28.39,60,1.061,70,1.25,Specific Gravity,All Grain,1.25,23.33,Imperial IPA
21215,20.82,1.067,1.015,6.86,104.96,4.05,28.39,60,1.049,80,1.25,Specific Gravity,All Grain,0.75,20.56,American IPA
21216,22.71,13.7708,3.96172,5.29,70.49,39.07,28.39,60,11.1,68,1.5,Plato,All Grain,0.75,15,American Stout
21225,37.85,1.053,1.011,5.43,79.57,6.86,45.42,60,1.044,75,1.5,Specific Gravity,All Grain,0.75,21.11,American Pale Ale
21228,18.93,1.049,1.009,5.27,24.3,4.12,26.5,90,1.035,75,1.3,Specific Gravity,All Grain,0.75,18.89,Saison
21235,37.85,1.06,1.016,5.71,37,8.78,53,60,1.043,68,1.25,Specific Gravity,All Grain,0.5,20,American Stout
21236,20,1.051,1.009,5.52,30.61,3.83,25.3,60,1.041,72,2.89,Specific Gravity,All Grain,0.75,21,American Pale Ale
21239,20.82,1.061,1.015,5.96,71.52,4.27,28.39,60,1.044,70,1.5,Specific Gravity,All Grain,0.75,20,American IPA
21241,21.77,1.087,1.007,10.53,86.68,6.98,27.07,90,1.06,69,1.51,Specific Gravity,All Grain,0.75,18.33,Saison
21246,5.68,1.065,1.017,6.2,101.76,6.2,7.57,45,1.049,75,1.5,Specific Gravity,All Grain,1.25,22.22,American IPA
21247,26,12.6788,1.17095,6.13,55.67,6.48,21,60,15.5,60,3.5,Plato,All Grain,0.75,15,American IPA
21255,37.85,1.067,1.011,7.34,64,7.04,49.21,75,1.052,80,1.5,Specific Gravity,All Grain,0.75,20,American IPA
21258,40,1.058,1.012,6.13,27.52,11.87,45,60,1.052,70,5,Specific Gravity,All Grain,1.25,20,Irish Red Ale
21269,41.64,1.08,1.025,7.17,54.87,7.07,46.18,60,1.072,70,1.5,Specific Gravity,All Grain,1.25,22.22,American IPA
21271,10.41,1.056,1.016,5.25,37.54,5.43,16.32,60,1.035,80,1.5,Specific Gravity,All Grain,0.75,17.78,American Pale Ale
21279,20.82,1.058,1.012,6,35.9,13.88,25.55,60,1.047,65,1.5,Specific Gravity,All Grain,0.35,21.11,American IPA
21280,21,1.057,1.014,5.52,45.46,16.77,26.2,60,1.045,72,3.5,Specific Gravity,All Grain,0.75,18,American Pale Ale
21282,20.82,1.045,1.01,4.64,64.83,3.13,30.28,60,1.031,75,1.25,Specific Gravity,All Grain,0.75,18.33,American Pale Ale
21283,18.93,1.059,1.015,5.83,57.04,12.93,26.5,90,1.042,75,1.25,Specific Gravity,All Grain,0.75,21.11,American Pale Ale
21285,39.75,1.057,1.011,5.98,40.04,10.14,51.1,75,1.044,77,1.3,Specific Gravity,All Grain,1,22.22,American Pale Ale
21286,26.5,1.048,1.013,4.67,25.94,16.94,34.07,90,1.037,75,1.5,Specific Gravity,All Grain,0.75,20,Irish Red Ale
21295,41.64,1.061,1.021,5.23,56.3,6.67,51.1,60,1.05,70,1.5,Specific Gravity,All Grain,0.75,19.44,American IPA
21299,20.82,1.05,1.012,4.95,17.36,4.04,30.28,60,1.034,66,1.25,Specific Gravity,All Grain,1,20,Witbier
21307,37.85,1.088,1.017,9.33,88.3,10.05,45.42,90,1.073,72,1.1,Specific Gravity,All Grain,0.5,20,American IPA
21311,11.36,1.063,1.016,6.25,47.49,21.76,18.93,60,1.038,75,1.25,Specific Gravity,All Grain,0.35,19.44,American Brown Ale
21316,20.82,1.057,1.01,6.14,32.12,21.52,25.74,60,1.046,72,1.5,Specific Gravity,All Grain,0.75,20,American Brown Ale
21317,20.82,1.052,1.013,5.12,26.33,7.28,25.67,60,1.043,75,1.1,Specific Gravity,All Grain,0.75,18.89,Saison
21334,32.18,1.046,1.011,4.53,14.1,3.76,35.96,60,1.041,63,1.5,Specific Gravity,All Grain,0.75,22.78,Witbier
21336,20.82,1.051,1.013,5.17,11.69,5.82,28.39,60,1.033,80,1.25,Specific Gravity,All Grain,1,21.11,Blonde Ale
21337,21.77,1.052,1.013,5.13,16.12,3.57,26.5,75,1.043,75,1.5,Specific Gravity,All Grain,0.5,22.22,Witbier
21339,20.82,1.052,1.011,5.34,61.84,11.1,28.39,60,1.038,57,1.25,Specific Gravity,All Grain,1.25,19.44,American Pale Ale
21345,19,1.051,1.009,5.47,28.62,4.25,24,60,1.04,75,3,Specific Gravity,All Grain,2,30,Saison
21355,21,1.051,1.01,5.47,22.74,3.63,26,60,1.042,70,2.5,Specific Gravity,All Grain,0.35,18,Blonde Ale
21361,22.71,1.059,1.015,5.76,74.38,4.15,26.5,60,1.051,75,1.5,Specific Gravity,All Grain,0.5,17.78,American IPA
21365,75.71,1.054,1.015,5.15,19.78,4.6,49.21,60,1.084,75,1.5,Specific Gravity,All Grain,0.5,21.11,Blonde Ale
21367,22,12.009,2.0624,5.3,47.72,8.46,25,60,10.6,70,4,Plato,All Grain,0.75,19,American Pale Ale
21370,41.64,1.064,1.017,6.13,27.03,9.91,47.32,60,1.056,74,1.5,Specific Gravity,All Grain,0.5,23.33,Saison
21383,20.82,1.067,1.019,6.35,35.84,3.86,28.39,60,1.049,70,1.5,Specific Gravity,All Grain,0.75,18.89,Saison
21388,24.61,1.062,1.011,6.74,74.31,39.26,30.28,60,1.051,35,1.5,Specific Gravity,All Grain,0.5,20,American Stout
21398,41.64,1.07,1.018,6.81,6.14,4.79,49.21,60,1.059,80,1.5,Specific Gravity,All Grain,1,20,American Pale Ale
21399,20.82,1.058,1.015,5.67,30.46,22.97,28.39,60,1.042,75,1.25,Specific Gravity,All Grain,0.35,21.11,American Brown Ale
21404,20.82,1.057,1.011,6.12,48.82,19.56,24.61,60,1.049,70,1.32,Specific Gravity,All Grain,0.75,18.89,American Brown Ale
21408,55,11.1868,2.09476,4.83,31,8.28,60,60,10.3,75,3,Plato,All Grain,0.5,18,American Light Lager
21409,20,1.045,1.01,4.53,20.19,11.86,25,60,1.036,68,3,Specific Gravity,All Grain,0.35,18,American Amber Ale
21412,22,1.048,1.015,4.43,20.81,3.89,28,60,1.038,68,3,Specific Gravity,All Grain,0.75,19,Blonde Ale
21415,41.64,1.054,1.011,5.63,28.53,3.7,51.1,60,1.044,78,1.25,Specific Gravity,All Grain,0.75,21.11,Saison
21419,20.82,1.053,1.015,5.05,15.88,4.19,28.39,60,1.039,70,1.25,Specific Gravity,All Grain,0.35,23.89,Witbier
21422,49.21,1.057,1.012,5.88,48.9,5.19,60.57,90,1.046,70,1.25,Specific Gravity,All Grain,1,20,American IPA
21426,20.82,1.046,1.011,4.63,44.63,7.23,26.5,60,1.036,65,1.5,Specific Gravity,All Grain,0.5,18.33,American IPA
21428,40,1.057,1.009,6.21,31.6,7.71,47,60,1.048,70,3,Specific Gravity,All Grain,0.35,18,American Pale Ale
21441,23,1.03,1.008,2.99,46,6.16,26.8,60,1.026,84,3.1,Specific Gravity,All Grain,0.35,21,American Pale Ale
21446,25,1.05,1.008,5.49,45.15,5.53,28.5,60,1.044,75,20,Specific Gravity,All Grain,0.35,19,American Pale Ale
21448,20.82,1.045,1.008,4.91,49.12,2.99,28.39,60,1.033,75,4.36,Specific Gravity,All Grain,0.75,19.44,American IPA
21457,18.93,1.064,1.014,6.56,104.35,9.15,26.69,75,1.045,60,1.5,Specific Gravity,All Grain,1,18.33,American IPA
21459,20.82,1.048,1.009,5.18,8.25,3.85,28.39,60,1.035,70,1.5,Specific Gravity,All Grain,0.35,20,Witbier
21468,23,1.055,1.011,5.75,22.37,5.75,28.5,60,1.044,75,3.1,Specific Gravity,All Grain,0.5,24,Blonde Ale
21472,20,1.034,1.006,3.72,28.25,10.6,28.5,60,1.024,65,3,Specific Gravity,All Grain,0.35,18,Irish Red Ale
21475,55,1.062,1.009,6.92,62.14,8.99,46,65,1.074,72,3,Specific Gravity,All Grain,0.5,19,American IPA
21476,26,1.064,1.016,6.3,66.68,7.2,30,60,1.056,69,2.5,Specific Gravity,All Grain,0.35,19,American IPA
21481,20.82,1.076,1.018,7.65,79.65,9.95,28.39,75,1.043,65,1.25,Specific Gravity,All Grain,1,19.44,American IPA
21483,18.93,1.048,1.006,5.46,33.57,5.03,22.71,90,1.04,70,1.25,Specific Gravity,All Grain,0.75,21.11,Saison
21484,41.64,1.063,1.017,6,199.32,3.64,47.32,90,1.055,80,1.25,Specific Gravity,All Grain,1,20.56,Imperial IPA
21495,20.82,1.051,1.012,5.15,53.67,5.79,26.5,60,1.04,70,1.5,Specific Gravity,All Grain,0.75,20,American Pale Ale
21499,41.64,1.071,1.021,6.5,90.78,21.64,51.1,60,1.058,70,1.5,Specific Gravity,All Grain,0.5,20,American Amber Ale
21505,18.93,1.058,1.014,5.84,34.38,5.2,24.61,60,1.045,65,1.5,Specific Gravity,All Grain,0.75,17.78,American Pale Ale
21509,20.82,1.059,1.011,6.4,37.8,7.4,34.07,90,1.036,70,1.44,Specific Gravity,All Grain,0.5,65.56,Saison
21512,15.14,1.073,1.016,7.47,295.41,11.75,19.95,90,1.055,68,1.33,Specific Gravity,All Grain,0.5,20,Imperial IPA
21513,757.08,1.072,1.014,7.65,68.36,8.41,794.94,60,1.069,70,1.33,Specific Gravity,All Grain,0.35,20,American IPA
21515,17.03,1.075,1.016,7.74,89.76,5.72,26.5,60,1.048,71,1.1,Specific Gravity,All Grain,1.25,21.11,American IPA
21518,22.71,1.06,1.01,6.57,45.79,10.04,33.12,60,1.041,60,1.5,Specific Gravity,All Grain,1.5,20,American Pale Ale
21521,2500,1.057,1.013,5.74,34.89,15.24,2600,70,1.054,77,4,Specific Gravity,All Grain,0.35,18,American Brown Ale
21527,21,1.068,1.016,6.85,82.21,5.2,28.5,60,1.05,70,4,Specific Gravity,All Grain,0.35,19,American IPA
21528,20.82,1.049,1.013,4.72,22.81,4.27,28.39,90,1.036,75,2,Specific Gravity,All Grain,0.35,22.22,Witbier
21532,41.64,1.049,1.012,4.77,16.76,16.29,48.83,75,1.041,73,1.5,Specific Gravity,All Grain,0.75,21.11,Irish Red Ale
21534,60.57,1.074,1.013,8,286.31,6.48,68.14,90,1.065,75,1.5,Specific Gravity,All Grain,0.35,20.56,American IPA
21535,26.5,1.061,1.011,6.81,83.1,5.16,33.61,75,1.048,70,1.712,Specific Gravity,All Grain,1,18.33,American IPA
21551,18.93,1.074,1.016,7.56,71.73,11.07,28.39,60,1.049,70,1.5,Specific Gravity,All Grain,0.75,20,Irish Red Ale
21552,10.6,1.047,1.008,5.07,39.83,4.11,14.01,60,1.036,70,1.5,Specific Gravity,All Grain,0.75,18.89,Blonde Ale
21553,8.52,1.052,1.009,5.57,53.66,6.13,12.3,60,1.036,70,1.25,Specific Gravity,All Grain,0.5,21.11,American IPA
21554,20.82,1.068,1.013,7.21,70.93,50,30.28,60,1.047,70,1.5,Specific Gravity,All Grain,0.5,21.67,American Light Lager
21558,18.93,1.051,1.013,4.94,47.63,9.54,28.39,60,1.034,75,1.5,Specific Gravity,All Grain,0.35,18.33,American Pale Ale
21560,19,1.059,1.01,6.4,32.39,6.68,30,60,1.037,65,3,Specific Gravity,All Grain,0.5,16.7,American Pale Ale
21561,41.64,1.076,1.019,7.59,67.8,8.14,56.78,60,1.056,70,1.5,Specific Gravity,All Grain,0.35,15.56,American IPA
21563,200,1.064,1.012,6.76,33.79,13.53,206,90,1.062,75,2.6,Specific Gravity,All Grain,0.35,18,American IPA
21565,1000,1.043,1.009,4.5,20.57,4.96,1006,60,1.043,78,2.7,Specific Gravity,All Grain,0.35,20,Blonde Ale
21573,41.64,1.059,1.014,5.97,81.32,8.71,53,90,1.047,70,1.2,Specific Gravity,All Grain,0.75,21.11,American IPA
21577,41.64,1.048,1.008,5.2,32.33,4.73,51.1,75,1.039,70,1.2,Specific Gravity,All Grain,1,21.11,Saison
21584,18.93,13.0366,2.66257,5.56,32.58,5.55,22.71,60,10.9,60,1.25,Plato,All Grain,0.35,20,American Pale Ale
21594,26.5,1.057,1.007,6.68,31.89,6.68,30.28,60,1.05,70,1.47,Specific Gravity,All Grain,1,21.11,American IPA
21602,83.28,1.065,1.012,6.94,47.95,6.13,100.31,60,1.054,73,1.3,Specific Gravity,All Grain,0.75,18.89,American IPA
21606,21,1.079,1.013,8.55,86.98,33.94,33,60,1.05,75,3,Specific Gravity,All Grain,0.35,19,Imperial IPA
